Género,Embarque en Línea,Servicio a Bordo,Servicio de Espacio para las Piernas,Manejo de Equipaje,Servicio de Registro,Servicio en Vuelo,cleanliness,Retraso en la Salida en Minutos,Retraso en la Llegada en Minutos
,5,4,5,4,3,4,4,5,6.0
,2,3,3,4,3,4,4,0,45.0
,3,3,4,4,3,5,2,46,35.0
,4,2,2,2,3,2,3,104,98.0
,2,4,3,4,2,4,2,15,0.0
,4,2,4,4,3,3,3,0,0.0
,5,2,2,2,3,2,3,0,0.0
,4,3,3,3,3,3,5,0,0.0
,5,5,2,1,3,5,3,28,24.0
,4,4,3,3,4,4,2,8,68.0
,4,2,2,3,4,1,4,0,3.0
,5,3,3,4,5,4,3,0,37.0
,2,1,3,3,1,3,2,0,0.0
,2,1,5,4,4,3,1,0,4.0
,2,2,5,3,3,4,1,0,5.0
,4,1,2,4,3,4,3,10,9.0
,3,4,2,2,4,2,2,0,0.0
,2,4,5,3,5,5,2,2,0.0
,4,4,4,4,4,4,4,82,57.0
,2,2,2,3,5,4,2,0,0.0
,2,2,3,2,1,2,1,0,13.0
,4,1,2,4,4,1,4,0,0.0
,1,1,1,1,4,1,4,5,20.0
,4,4,4,4,4,4,5,0,0.0
,1,2,2,3,3,2,1,93,82.0
,1,2,3,4,1,2,1,44,39.0
,4,4,2,5,3,5,4,0,0.0
,3,3,3,3,3,3,1,0,0.0
,2,1,5,3,5,2,2,0,0.0
,3,1,3,1,4,2,1,0,1.0
,5,5,5,5,5,5,4,0,0.0
,3,4,1,1,3,3,2,0,0.0
,4,3,5,4,3,4,4,0,0.0
,5,4,4,4,5,4,3,3,0.0
,1,4,4,4,5,4,1,0,0.0
,4,2,2,3,4,4,5,0,0.0
,4,5,5,5,5,5,3,23,15.0
,4,4,1,5,3,4,2,0,7.0
,5,5,5,5,1,5,5,0,7.0
,4,4,4,4,3,4,3,0,0.0
,1,2,5,3,3,3,3,128,127.0
,4,5,5,3,3,1,4,104,95.0
,3,1,2,1,2,1,2,7,12.0
,4,5,5,5,5,5,5,5,0.0
,5,4,4,4,5,4,5,0,0.0
,5,5,4,5,1,2,5,0,0.0
,5,3,4,3,4,3,5,0,0.0
,3,5,2,2,4,5,4,64,48.0
,1,1,5,4,1,4,5,73,72.0
,3,5,2,2,4,5,1,0,0.0
,4,5,4,5,4,4,3,12,0.0
,3,2,2,2,2,2,2,28,11.0
,4,5,4,4,3,5,4,0,0.0
,2,3,5,3,4,3,1,92,93.0
,4,2,2,2,4,2,5,0,0.0
,4,4,5,3,4,3,4,7,18.0
,5,5,2,5,4,4,5,11,4.0
,4,2,4,1,2,5,1,4,6.0
,4,4,4,4,5,4,5,3,1.0
,5,4,4,4,5,4,5,0,0.0
,5,5,5,5,2,5,5,0,0.0
,5,5,5,5,4,5,5,2,0.0
,1,3,2,3,1,3,3,2,11.0
,2,5,2,4,4,4,4,3,1.0
,2,4,5,4,5,4,2,0,11.0
,1,4,4,4,1,4,5,0,0.0
,5,1,4,1,5,1,2,76,80.0
,5,5,5,5,4,5,3,0,5.0
,4,5,4,5,4,5,5,14,20.0
,1,5,2,4,5,4,1,39,31.0
,5,5,1,4,5,2,5,165,162.0
,3,4,1,4,2,4,2,4,13.0
,1,2,2,2,5,2,2,0,48.0
,3,3,3,3,2,3,1,0,11.0
,0,5,2,4,1,4,5,58,80.0
,4,4,5,4,4,4,5,0,0.0
,4,5,5,5,5,5,3,10,4.0
,1,4,4,4,5,5,2,35,6.0
,4,5,4,4,3,5,5,0,0.0
,2,3,3,3,2,3,3,25,33.0
,4,4,2,1,3,5,4,12,11.0
,3,2,5,4,3,3,4,2,0.0
,1,3,5,3,1,4,2,39,25.0
,1,1,1,2,2,2,2,36,29.0
,2,5,2,3,2,3,2,8,0.0
,2,4,4,4,4,4,1,0,0.0
,2,3,1,3,1,3,5,16,1.0
,0,5,5,4,5,5,3,8,1.0
,1,2,4,3,2,3,1,6,8.0
,4,4,3,5,4,5,4,2,0.0
,2,1,4,5,5,2,2,0,2.0
,2,5,5,5,3,5,1,57,75.0
,2,2,3,3,2,4,2,17,59.0
,4,3,2,3,5,4,5,0,1.0
,5,5,5,5,3,5,3,0,0.0
,2,3,1,3,3,2,5,1,0.0
,4,4,4,4,5,4,4,1,0.0
,2,5,4,4,5,4,3,0,0.0
,3,4,4,4,4,4,4,9,17.0
,4,4,4,4,2,4,1,0,0.0
,5,5,5,5,3,5,3,5,0.0
,3,2,5,5,5,3,5,0,18.0
,4,4,4,4,5,4,4,55,60.0
,2,2,4,3,1,4,4,31,22.0
,1,4,5,4,3,5,4,0,9.0
,4,3,3,3,3,3,4,2,2.0
,2,4,4,4,3,3,2,0,0.0
,5,4,5,4,4,4,3,2,3.0
,4,5,5,4,3,5,3,0,0.0
,3,4,4,4,3,5,3,0,0.0
,1,4,5,2,4,3,1,5,0.0
,3,1,2,4,2,4,3,0,14.0
,4,2,4,2,3,2,2,4,0.0
,3,2,2,3,1,2,3,0,0.0
,5,5,3,5,2,5,2,38,19.0
,3,3,3,5,3,5,5,62,53.0
,4,3,2,3,1,4,4,9,17.0
,5,4,4,4,5,4,3,0,0.0
,3,3,5,4,5,4,3,0,0.0
,4,3,3,3,4,3,3,0,0.0
,4,4,2,1,2,5,5,21,22.0
,2,4,5,5,2,5,2,0,0.0
,2,5,3,4,4,4,5,0,0.0
,2,2,5,2,5,3,2,0,0.0
,4,2,5,3,4,3,4,0,0.0
,1,4,3,5,4,5,4,14,14.0
,5,4,4,4,1,1,5,15,3.0
,4,4,5,4,4,5,5,0,0.0
,2,3,4,3,2,4,5,0,0.0
,4,5,3,5,3,5,1,0,0.0
,5,5,4,5,3,5,5,0,0.0
,4,5,5,4,5,4,4,0,4.0
,3,1,1,4,3,4,3,0,10.0
,2,1,4,4,1,4,2,0,0.0
,4,3,5,4,2,4,2,0,0.0
,2,4,5,4,3,4,5,0,0.0
,5,4,4,4,4,4,5,0,0.0
,3,5,3,4,4,4,4,1,0.0
,2,2,1,3,2,3,4,0,0.0
,3,1,1,1,1,1,2,0,0.0
,3,5,3,4,3,4,2,35,12.0
,3,5,5,5,4,5,3,0,0.0
,1,4,4,4,3,4,1,0,0.0
,2,4,4,4,5,3,1,65,67.0
,4,5,5,4,3,5,4,0,0.0
,5,5,3,5,4,5,5,17,46.0
,2,3,2,3,3,3,2,0,0.0
,3,4,3,5,5,5,2,0,33.0
,4,4,5,4,5,4,3,0,0.0
,0,1,5,3,4,3,1,1,0.0
,3,1,4,3,4,3,2,4,0.0
,4,4,4,4,4,4,4,0,0.0
,3,4,4,4,4,4,3,0,0.0
,4,5,5,5,5,5,5,15,12.0
,1,1,1,5,4,4,2,0,12.0
,1,5,4,4,3,4,3,0,3.0
,2,3,2,4,5,5,2,0,0.0
,2,4,4,4,1,4,4,0,0.0
,5,4,4,4,3,5,3,0,0.0
,5,4,4,5,3,4,5,0,9.0
,0,4,4,1,2,1,3,49,40.0
,1,3,2,4,3,4,1,1,0.0
,1,1,2,2,3,4,1,0,1.0
,4,4,4,4,5,4,5,0,6.0
,3,3,3,3,4,3,1,0,0.0
,5,2,5,2,3,2,3,3,1.0
,2,4,5,5,5,5,3,0,0.0
,4,2,2,4,1,3,1,0,0.0
,5,1,3,2,4,4,5,0,0.0
,5,5,4,4,3,4,2,0,0.0
,3,2,2,2,4,2,2,0,0.0
,5,4,4,5,3,4,5,0,0.0
,2,5,4,4,2,3,2,0,0.0
,0,5,5,4,5,5,1,0,16.0
,2,3,1,3,3,4,2,4,2.0
,1,4,2,2,1,1,1,0,21.0
,2,5,5,5,4,5,5,0,0.0
,1,4,5,4,1,1,4,0,0.0
,5,5,5,5,5,5,3,0,0.0
,5,1,1,3,2,2,5,0,0.0
,1,3,2,4,5,4,5,17,9.0
,4,2,4,5,2,2,2,19,7.0
,3,4,5,2,4,2,1,26,27.0
,5,3,3,3,5,3,4,0,0.0
,2,1,3,4,5,3,2,0,0.0
,4,1,4,3,5,5,4,0,13.0
,4,3,3,3,5,3,5,15,0.0
,5,4,4,4,3,4,5,4,0.0
,2,1,2,2,4,3,2,26,19.0
,0,5,4,1,2,5,2,0,0.0
,4,2,3,2,4,2,3,24,23.0
,3,2,2,2,2,2,4,111,110.0
,3,3,3,5,3,5,1,76,101.0
,5,5,5,5,2,5,5,21,31.0
,3,4,1,4,2,4,4,0,0.0
,5,5,5,5,2,5,3,0,0.0
,1,3,1,2,1,2,1,0,0.0
,4,2,3,2,4,2,4,13,35.0
,2,2,1,4,1,4,1,33,17.0
,4,3,2,2,5,3,4,0,0.0
,3,5,5,5,5,5,3,0,10.0
,5,2,5,2,5,4,5,0,0.0
,2,5,5,5,1,5,3,68,51.0
,3,1,2,4,3,4,3,0,0.0
,5,4,5,5,4,4,4,5,13.0
,3,2,2,2,2,2,4,1,4.0
,4,5,5,5,2,5,4,0,0.0
,1,3,5,5,5,4,2,17,69.0
,5,3,1,1,1,4,5,0,1.0
,4,4,4,4,4,4,2,0,0.0
,5,4,3,5,4,4,4,62,58.0
,3,1,5,3,4,3,5,39,39.0
,2,3,2,4,3,5,2,21,15.0
,4,2,3,2,1,1,3,73,61.0
,4,5,4,5,3,5,1,0,0.0
,2,5,1,2,5,3,5,0,0.0
,4,4,1,2,3,2,4,0,4.0
,3,2,5,4,1,4,4,29,7.0
,4,3,2,3,3,3,3,6,0.0
,2,1,5,4,4,5,5,5,0.0
,5,3,4,3,3,2,5,0,16.0
,1,1,5,1,1,1,4,7,13.0
,5,2,5,3,2,3,5,50,55.0
,3,2,5,2,2,3,3,0,0.0
,2,5,2,4,5,5,4,33,14.0
,3,5,5,5,4,5,4,0,0.0
,5,3,5,5,3,4,5,0,0.0
,1,5,4,4,3,4,3,0,0.0
,4,2,3,5,3,4,4,0,0.0
,3,3,4,4,5,4,1,0,0.0
,3,3,5,3,5,5,1,1,0.0
,1,2,5,3,1,4,1,2,0.0
,5,5,4,5,1,3,5,56,48.0
,4,4,5,4,4,4,3,6,4.0
,4,3,2,4,5,4,4,3,1.0
,2,3,3,4,5,4,5,0,0.0
,5,4,4,4,5,4,4,0,0.0
,4,5,5,5,3,5,3,47,41.0
,2,3,4,5,2,3,2,8,12.0
,4,2,2,2,3,2,4,1,0.0
,4,5,5,4,4,4,4,0,2.0
,5,3,2,5,3,4,5,30,22.0
,5,4,4,5,3,4,4,0,0.0
,2,1,5,4,2,4,2,10,4.0
,5,4,4,4,3,4,5,0,0.0
,4,4,4,4,5,4,4,21,11.0
,2,5,4,4,5,5,4,27,12.0
,2,3,5,4,2,3,2,130,118.0
,2,2,5,3,3,3,3,0,0.0
,4,3,3,3,4,3,1,3,0.0
,4,5,5,5,3,5,3,6,4.0
,3,3,5,5,3,5,1,0,0.0
,2,1,3,3,1,4,3,36,28.0
,2,4,4,5,3,4,5,45,36.0
,5,3,2,3,4,3,4,19,15.0
,1,1,4,3,1,3,1,186,187.0
,4,4,0,4,4,4,4,0,0.0
,4,4,2,4,5,4,4,13,8.0
,3,1,4,4,3,1,3,152,134.0
,0,1,3,3,2,3,1,31,28.0
,4,4,4,4,3,4,4,26,22.0
,2,4,5,5,4,4,3,13,21.0
,3,4,5,4,4,5,5,17,24.0
,3,4,1,3,1,2,5,31,31.0
,3,1,1,1,4,1,2,0,0.0
,4,2,3,5,4,5,4,0,0.0
,5,5,5,5,3,5,4,11,1.0
,4,1,3,1,3,1,5,0,1.0
,4,4,2,4,4,1,4,3,0.0
,2,4,3,4,3,5,4,0,0.0
,4,4,4,5,4,4,4,0,0.0
,2,1,1,1,2,1,1,49,51.0
,2,1,3,4,1,3,2,30,33.0
,2,3,4,1,2,5,1,0,0.0
,2,3,3,3,1,3,4,0,0.0
,3,1,1,1,3,1,4,0,0.0
,4,2,1,2,4,5,4,454,448.0
,3,5,5,4,4,2,5,0,0.0
,4,4,5,5,4,4,1,0,0.0
,5,5,5,5,4,5,5,4,0.0
,5,5,5,5,5,5,5,0,0.0
,5,1,3,1,4,1,4,51,40.0
,3,1,1,3,5,3,1,0,0.0
,3,4,2,4,5,4,3,8,0.0
,5,3,3,3,4,3,3,0,0.0
,4,3,4,3,4,3,4,0,0.0
,4,4,2,3,4,3,2,21,12.0
,0,1,5,2,5,3,5,0,0.0
,4,2,2,2,4,2,3,5,0.0
,2,3,3,3,1,5,2,47,57.0
,4,5,5,4,5,5,4,0,0.0
,4,4,4,4,5,4,3,6,0.0
,1,3,1,3,2,3,4,8,4.0
,1,1,5,2,4,4,2,0,0.0
,1,4,2,3,2,3,3,102,113.0
,5,5,5,5,4,5,3,0,0.0
,3,1,2,3,3,4,4,11,12.0
,1,5,5,5,4,5,3,7,0.0
,5,4,4,4,4,4,3,0,0.0
,4,4,4,4,5,4,3,19,12.0
,1,1,2,3,3,3,1,11,3.0
,4,3,5,3,4,4,1,6,0.0
,0,3,2,2,1,4,4,11,4.0
,2,2,3,3,2,2,1,30,44.0
,2,2,2,1,4,2,3,9,16.0
,5,5,3,3,5,2,5,0,0.0
,3,5,5,3,4,4,3,24,16.0
,3,1,4,4,3,2,3,1,14.0
,5,4,4,4,5,5,5,0,0.0
,3,2,2,4,2,2,1,7,6.0
,2,3,1,4,1,4,2,0,0.0
,4,4,4,4,3,4,4,107,118.0
,4,5,2,4,4,4,2,0,10.0
,3,2,5,4,3,5,3,186,165.0
,4,2,2,4,4,3,5,0,19.0
,4,1,4,4,1,3,1,0,0.0
,1,2,1,3,2,4,1,0,0.0
,5,5,4,5,4,5,3,12,0.0
,5,2,3,2,3,3,1,0,0.0
,4,5,5,5,5,5,5,0,0.0
,5,5,3,5,3,5,1,0,0.0
,4,3,3,5,3,5,2,0,0.0
,3,2,4,3,1,3,2,0,0.0
,2,5,3,4,5,4,5,0,0.0
,4,4,4,4,3,4,4,35,31.0
,1,3,1,4,2,4,2,20,27.0
,5,5,5,5,4,4,2,0,3.0
,1,4,2,3,1,4,1,52,49.0
,4,5,5,5,3,4,1,6,0.0
,5,4,4,4,3,4,5,0,0.0
,4,5,3,5,5,1,2,4,25.0
,1,3,5,5,3,4,2,0,0.0
,5,3,4,5,4,4,2,7,9.0
,4,4,5,5,4,4,3,0,0.0
,4,4,3,4,5,4,3,0,0.0
,5,5,5,5,3,5,5,2,0.0
,2,2,1,3,4,3,4,0,1.0
,3,3,2,4,3,4,3,0,9.0
,4,3,2,2,2,1,5,0,0.0
,1,1,2,4,3,4,3,0,6.0
,4,2,2,1,1,5,4,0,0.0
,2,3,2,3,2,3,2,12,0.0
,1,4,3,5,5,4,1,10,10.0
,5,2,2,2,3,2,4,0,0.0
,2,5,5,5,5,5,2,29,35.0
,1,5,5,1,2,4,3,2,0.0
,3,1,3,4,3,4,1,0,0.0
,4,2,4,4,4,2,3,0,0.0
,3,3,3,5,4,4,4,0,0.0
,2,3,4,3,3,4,1,0,0.0
,4,4,4,4,4,4,4,0,0.0
,5,5,4,4,3,4,5,9,16.0
,3,3,4,3,4,3,4,15,23.0
,3,3,2,4,3,4,3,1,0.0
,3,2,2,2,4,2,1,0,13.0
,5,2,2,2,4,2,1,0,2.0
,4,2,5,3,1,3,4,0,0.0
,3,4,4,4,4,4,5,0,0.0
,5,4,4,4,4,4,5,0,2.0
,4,3,3,3,4,3,5,0,3.0
,4,5,1,1,3,5,3,44,43.0
,5,4,4,4,4,4,4,10,0.0
,3,4,2,2,1,2,2,0,0.0
,4,1,3,1,4,2,4,0,0.0
,4,4,4,4,4,4,3,0,0.0
,2,2,1,4,1,3,4,0,13.0
,5,5,5,5,2,5,1,7,0.0
,4,3,4,3,3,3,5,0,0.0
,4,2,2,2,3,2,5,41,33.0
,4,4,4,4,4,4,5,0,0.0
,4,4,4,4,4,4,5,0,0.0
,3,4,3,4,3,4,5,10,17.0
,2,2,2,2,2,4,5,0,0.0
,4,3,3,3,5,3,4,24,15.0
,5,3,2,4,3,4,3,0,0.0
,4,5,5,5,5,5,4,9,6.0
,2,5,3,2,2,5,3,0,0.0
,2,3,4,4,3,4,5,81,98.0
,4,2,1,3,2,3,4,0,0.0
,2,3,3,5,4,4,2,0,0.0
,3,2,2,2,2,4,3,0,0.0
,1,3,1,4,1,4,3,64,68.0
,2,4,4,2,1,2,2,50,44.0
,3,1,2,4,2,4,3,25,32.0
,3,3,1,2,3,4,1,0,4.0
,3,3,1,3,1,4,2,0,0.0
,3,4,4,4,5,4,2,0,0.0
,5,2,1,1,5,1,5,57,51.0
,5,5,5,5,3,5,4,2,0.0
,5,4,4,4,5,4,4,6,0.0
,3,1,1,1,3,1,3,0,0.0
,5,2,5,4,4,4,4,141,141.0
,4,2,2,2,4,2,3,0,7.0
,5,3,2,3,4,3,3,1,0.0
,0,4,4,5,4,5,2,1,0.0
,1,5,1,4,1,4,5,57,48.0
,5,5,5,5,5,5,3,12,0.0
,0,3,5,4,1,3,3,23,39.0
,3,3,1,3,3,3,1,24,20.0
,3,4,2,4,3,4,1,0,0.0
,5,5,5,4,3,4,5,3,0.0
,2,4,4,5,5,5,2,0,6.0
,4,1,5,4,4,1,1,4,6.0
,4,4,4,4,4,4,3,0,0.0
,2,3,3,3,4,3,2,0,0.0
,4,1,2,1,2,1,1,98,85.0
,4,2,2,2,3,2,4,2,0.0
,5,5,5,4,5,5,5,0,0.0
,1,4,4,3,2,4,5,0,7.0
,1,4,2,5,4,4,4,0,0.0
,3,5,5,4,3,4,5,55,68.0
,4,1,3,4,1,2,4,0,3.0
,4,2,3,3,2,4,4,20,0.0
,3,4,2,3,4,5,1,0,0.0
,5,2,4,5,5,4,5,19,31.0
,3,1,1,1,4,1,2,0,0.0
,3,2,4,4,2,4,1,12,5.0
,1,4,4,4,1,4,1,30,22.0
,4,5,3,4,5,4,4,5,33.0
,1,2,3,2,3,3,4,0,0.0
,0,4,4,4,5,5,4,0,0.0
,3,4,4,4,3,4,4,4,0.0
,4,1,3,1,5,1,3,0,13.0
,5,4,4,4,4,4,4,1,0.0
,4,5,3,5,5,5,4,15,5.0
,2,3,2,4,3,4,2,20,15.0
,5,4,4,4,5,4,3,0,0.0
,2,4,4,4,3,4,4,0,0.0
,1,1,5,3,4,3,1,0,0.0
,4,4,4,4,4,4,4,20,6.0
,3,3,3,3,1,3,1,51,40.0
,5,4,4,4,4,4,3,1,0.0
,4,1,2,1,3,1,4,0,3.0
,5,2,5,4,5,3,5,20,148.0
,1,3,2,1,1,2,2,75,34.0
,2,4,5,4,4,5,5,0,0.0
,5,3,3,3,2,4,5,26,21.0
,4,3,3,3,3,3,4,0,0.0
,3,3,4,3,5,4,4,4,2.0
,3,3,5,4,4,5,2,19,25.0
,4,5,3,5,2,5,2,0,0.0
,4,4,4,4,5,4,4,0,0.0
,4,5,5,5,4,5,3,7,0.0
,1,2,4,5,1,5,1,0,34.0
,5,3,3,5,5,5,2,0,0.0
,4,1,3,1,1,1,1,0,0.0
,5,5,5,5,4,5,4,0,0.0
,3,5,5,5,4,5,3,31,36.0
,4,5,5,5,3,5,4,0,0.0
,4,3,1,4,5,1,5,1,0.0
,2,4,5,4,3,4,1,11,18.0
,4,4,3,2,5,4,1,2,0.0
,1,4,5,4,1,4,1,0,0.0
,5,5,5,5,5,5,3,0,0.0
,2,3,2,5,5,4,5,0,0.0
,0,3,4,4,4,4,5,0,0.0
,4,4,4,4,3,4,5,0,0.0
,3,5,1,4,4,4,3,0,10.0
,4,5,5,5,3,5,3,3,0.0
,2,1,5,2,1,3,4,96,73.0
,4,1,3,3,4,1,4,177,163.0
,2,3,5,4,3,4,2,6,0.0
,1,1,4,4,2,4,1,0,0.0
,5,4,1,3,1,5,4,0,0.0
,5,4,4,4,5,4,4,0,0.0
,3,5,2,5,4,5,3,14,7.0
,2,5,5,1,3,4,3,0,7.0
,3,4,4,5,3,5,3,0,0.0
,2,3,4,3,1,4,2,0,0.0
,4,4,4,4,5,4,3,0,3.0
,4,5,2,5,4,5,5,27,5.0
,5,4,5,4,3,4,3,8,19.0
,1,3,3,4,3,3,1,3,4.0
,2,5,5,5,4,5,4,0,0.0
,3,5,2,5,3,5,4,0,12.0
,3,3,5,4,5,5,3,16,36.0
,2,1,2,1,2,1,3,58,48.0
,4,4,2,2,4,1,4,197,198.0
,3,2,2,3,3,1,3,8,14.0
,4,3,3,2,4,1,3,0,7.0
,5,4,4,4,4,4,4,90,74.0
,5,4,4,4,3,4,3,0,0.0
,1,3,2,4,3,5,5,0,0.0
,5,4,1,4,3,4,4,0,0.0
,0,3,5,5,5,5,3,44,66.0
,5,3,5,5,4,4,3,0,15.0
,4,4,3,4,3,5,3,0,1.0
,2,1,2,2,1,3,2,0,0.0
,1,1,2,3,1,3,5,0,6.0
,5,4,5,4,5,5,4,0,0.0
,3,2,1,4,2,3,3,16,3.0
,3,2,1,3,3,3,5,0,0.0
,2,4,4,5,3,2,3,26,17.0
,3,5,5,5,3,5,3,40,57.0
,3,3,3,2,3,3,3,0,2.0
,4,3,4,2,1,3,2,26,21.0
,2,4,1,4,2,4,2,1,0.0
,1,3,3,5,5,4,1,0,11.0
,4,3,1,3,4,4,5,2,0.0
,1,2,3,4,3,4,5,0,0.0
,2,1,4,3,3,2,2,0,0.0
,5,4,4,4,3,4,3,0,0.0
,1,4,5,4,3,3,2,96,86.0
,3,2,2,2,1,2,1,0,9.0
,4,5,5,5,4,5,5,0,0.0
,4,4,4,4,5,4,5,8,0.0
,4,4,4,4,4,4,5,0,0.0
,5,4,5,3,3,4,5,0,39.0
,3,1,2,4,4,4,3,0,0.0
,3,4,1,5,2,4,5,0,3.0
,3,1,2,3,2,2,5,29,41.0
,4,4,4,4,3,4,5,61,74.0
,1,3,1,4,1,4,1,5,14.0
,1,4,2,5,5,5,3,6,0.0
,4,2,5,5,4,4,4,180,183.0
,1,4,4,4,1,4,5,0,0.0
,4,4,2,4,1,3,4,0,0.0
,2,3,2,4,3,4,4,0,0.0
,4,3,4,4,4,3,4,338,334.0
,4,5,5,5,4,5,4,0,0.0
,1,5,5,5,3,5,4,0,0.0
,3,1,3,3,4,1,4,3,7.0
,5,5,4,5,2,5,5,0,0.0
,4,4,3,5,4,4,5,0,0.0
,3,3,2,4,4,5,5,0,0.0
,5,4,4,4,5,4,5,0,0.0
,1,5,2,5,3,4,2,17,5.0
,5,5,5,5,5,5,5,0,0.0
,5,3,4,4,5,5,4,0,0.0
,4,3,4,3,2,3,4,0,21.0
,4,5,5,5,3,5,4,4,0.0
,3,3,4,3,1,3,4,0,0.0
,4,3,3,3,5,3,3,0,0.0
,1,3,4,4,3,4,1,0,0.0
,3,5,3,4,3,1,3,168,162.0
,4,5,2,2,2,5,2,2,0.0
,1,5,5,5,4,5,2,0,0.0
,4,1,5,5,4,2,1,0,0.0
,5,5,2,5,5,5,4,0,16.0
,5,5,2,5,3,5,4,0,0.0
,1,3,3,3,3,3,4,0,0.0
,5,5,5,5,5,5,3,0,0.0
,2,1,1,1,4,1,1,0,0.0
,2,4,5,3,1,4,2,100,82.0
,4,2,2,2,4,2,5,0,0.0
,2,4,3,2,3,3,5,0,0.0
,5,2,3,2,4,4,5,0,0.0
,5,5,4,5,5,2,5,23,28.0
,2,4,2,4,3,4,3,0,0.0
,4,4,4,5,4,3,4,143,133.0
,4,5,1,5,4,5,4,67,58.0
,3,3,4,3,3,3,4,7,0.0
,5,4,4,4,3,4,3,2,0.0
,5,5,5,5,4,5,4,0,0.0
,4,4,5,4,4,4,5,64,75.0
,4,3,3,3,3,3,2,6,1.0
,4,2,3,2,1,2,5,0,11.0
,2,5,5,4,5,4,3,0,0.0
,5,5,1,2,2,1,5,0,0.0
,3,1,5,5,3,5,3,0,0.0
,4,2,2,2,3,2,1,0,0.0
,0,4,2,4,2,3,5,19,13.0
,5,5,5,5,4,5,4,0,0.0
,3,3,5,4,3,3,2,1,0.0
,4,5,5,5,3,5,3,0,6.0
,4,3,1,5,4,3,2,19,0.0
,3,4,5,3,4,3,3,0,0.0
,5,5,4,2,1,3,5,0,0.0
,3,4,5,3,2,4,3,25,12.0
,3,1,4,5,5,4,2,0,0.0
,3,3,2,4,3,4,5,106,96.0
,4,4,4,4,3,4,3,19,19.0
,4,4,4,5,4,4,3,0,0.0
,4,4,2,5,5,5,4,0,28.0
,3,3,3,3,4,3,3,0,0.0
,3,2,2,2,1,2,3,0,6.0
,1,4,1,3,4,4,1,3,19.0
,2,5,1,1,1,1,4,40,33.0
,3,5,4,5,4,5,4,0,0.0
,4,4,4,4,3,4,4,0,0.0
,4,3,5,5,4,4,4,274,259.0
,3,5,3,4,3,1,3,78,132.0
,4,5,5,5,3,5,3,29,28.0
,4,5,5,5,3,5,5,1,0.0
,4,5,5,5,5,5,4,0,0.0
,2,4,3,3,3,4,4,26,28.0
,4,5,5,1,1,2,4,0,0.0
,3,3,4,5,3,5,3,1,0.0
,1,3,4,5,4,5,4,0,0.0
,3,3,2,3,3,3,3,74,86.0
,4,3,3,3,2,3,3,0,0.0
,5,5,5,5,5,5,3,0,5.0
,4,5,4,4,3,5,4,0,0.0
,0,5,2,2,3,1,1,1,0.0
,4,5,5,5,4,5,5,0,0.0
,4,2,2,5,4,1,1,0,0.0
,1,1,2,3,1,4,1,12,10.0
,1,2,1,2,4,2,5,50,54.0
,3,2,5,4,1,3,5,0,0.0
,2,4,4,4,1,2,1,0,0.0
,3,1,1,1,3,1,4,20,25.0
,3,1,1,1,2,1,4,87,92.0
,2,4,4,4,4,4,1,0,0.0
,2,1,4,4,4,4,2,0,0.0
,3,2,2,2,2,2,2,0,7.0
,4,5,1,2,5,5,3,7,0.0
,2,3,2,5,5,4,5,0,0.0
,4,5,3,5,3,5,1,2,0.0
,0,5,2,5,4,4,4,0,0.0
,2,1,1,3,4,4,2,16,37.0
,3,5,2,4,5,5,4,0,0.0
,5,5,5,5,3,5,3,2,0.0
,5,4,4,4,3,4,3,0,0.0
,4,3,3,3,2,4,4,0,0.0
,5,4,4,4,4,4,4,0,0.0
,4,3,5,4,3,4,4,0,0.0
,4,4,4,4,4,4,4,0,0.0
,2,5,2,4,3,4,2,1,0.0
,4,4,2,5,3,5,2,4,5.0
,1,5,2,4,4,4,5,0,0.0
,4,1,5,2,3,3,4,0,21.0
,3,4,4,4,2,4,2,11,0.0
,3,5,2,5,3,5,3,0,0.0
,4,3,3,1,2,1,4,0,0.0
,5,4,3,4,5,4,5,4,0.0
,2,5,2,5,2,5,3,9,0.0
,3,3,0,3,4,3,1,56,57.0
,2,1,3,1,5,1,4,27,46.0
,5,2,4,2,2,2,5,2,2.0
,4,3,3,3,3,3,3,11,17.0
,4,4,5,4,5,4,4,0,2.0
,5,2,4,3,5,4,1,14,0.0
,1,4,4,4,2,4,5,21,12.0
,4,5,5,5,4,5,3,7,6.0
,4,4,1,4,4,4,3,0,4.0
,4,4,4,4,4,4,3,31,12.0
,3,3,3,2,2,3,2,24,19.0
,5,5,2,5,3,5,3,0,0.0
,5,5,5,5,5,5,3,0,0.0
,4,1,4,5,4,2,2,0,0.0
,3,3,3,3,4,3,1,27,18.0
,5,5,5,5,5,5,3,0,0.0
,1,5,4,4,4,4,4,1,0.0
,3,5,3,4,5,5,3,0,0.0
,4,2,3,1,4,3,4,193,184.0
,4,3,5,5,3,5,5,48,8.0
,3,4,2,4,4,5,3,0,7.0
,1,3,2,1,2,3,3,25,6.0
,5,2,4,2,5,2,3,1,0.0
,4,4,3,4,3,5,4,37,28.0
,3,2,2,2,1,2,1,19,18.0
,4,4,2,3,4,4,3,0,0.0
,1,4,4,4,3,4,1,0,0.0
,5,4,4,4,4,3,5,0,0.0
,1,3,4,4,5,4,1,6,1.0
,4,3,5,4,3,5,2,0,5.0
,4,1,2,2,4,3,4,0,0.0
,2,4,5,4,5,4,2,0,0.0
,2,1,4,4,4,3,2,0,10.0
,3,4,3,4,4,5,3,31,17.0
,4,3,2,4,2,5,1,0,0.0
